name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,coordinateUncertaintyInMeters,occurrenceRemarks,informationWithheld,identificationRemarks,http://unknown.org/recordId,county,locality,rights,startDayOfYear,http://unknown.org/recordEnteredBy,collectionID,higherClassification,georeferenceSources,individualCount,lifeStage,georeferencedBy,samplingProtocol,accessRights,endDayOfYear,georeferenceRemarks,continent,institutionKey,higherGeography,eventRemarks,fieldNumber,preparations,habitat,georeferenceVerificationStatus,otherCatalogNumbers,sex,locationID,samplingEffort,municipality,elevation,elevationAccuracy,http://unknown.org/language,http://unknown.org/rights,taxonConceptID,http://unknown.org/rightsHolder,associatedSequences,associatedReferences,http://unknown.org/recordID,associatedTaxa,collectionKey,georeferenceProtocol,verbatimElevation,nomenclaturalCode,institutionID,type,ownerInstitutionCode,datasetID,language,disposition,projectId,depth,depthAccuracy,namePublishedInYear,vernacularName,nameAccordingTo,georeferencedDate,acceptedNameUsage,verbatimCoordinateSystem,bibliographicCitation,parentNameUsage,dynamicProperties,recordNumber,fieldNotes,locationAccordingTo,taxonRemarks,previousIdentifications,networkKeys,typeStatus,typifiedName,higherGeographyID,locationRemarks
"Dendroctonus valens LeConte, 1859",-105.06764,39.00846,"osiic,ambinst",gbif,2432236948,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.501+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,15,2015-06-15,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.501+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20930799,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20930799,NA,NA,NA,CSUC,NA,2432236948,c24dacbf-9136-491f-bdfb-a1b71cf971c1,26112,CSU_ENT0057342,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:c24dacbf-9136-491f-bdfb-a1b71cf971c1,Teller,Woodland Park,http://creativecommons.org/publicdomain/zero/1.0/,166,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel UHR EtOH pinene,Material is for loan to researchers throughout the US and for in-house use.,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.32184,39.54562,"osiic,ambinst",gbif,2432236989,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.114+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,10,2015-06-10,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.114+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20928508,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20928508,NA,NA,NA,CSUC,NA,2432236989,113119c1-739d-4220-87c7-9beba14ed9f5,26112,CSU_ENT0057122,Colorado Dept Ag,CSU,NA,NA,NA,100,NA,NA,NA,urn:uuid:113119c1-739d-4220-87c7-9beba14ed9f5,Jefferson,Conifer,http://creativecommons.org/publicdomain/zero/1.0/,161,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel UHR EtOH pinene,Material is for loan to researchers throughout the US and for in-house use.,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-104.828614,39.640691,"osiic,ambinst",gbif,2432236991,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.473+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,17,2015-06-17,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.473+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20924525,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20924525,NA,NA,NA,CSUC,NA,2432236991,918db4a8-b2ba-431b-b6f3-2f2cc91bcc96,26112,CSU_ENT0056869,Colorado Dept Ag,CSU,NA,NA,NA,78,NA,NA,NA,urn:uuid:918db4a8-b2ba-431b-b6f3-2f2cc91bcc96,Arapahoe,"Cherry Creek State Park, 4201 S Parker St",http://creativecommons.org/publicdomain/zero/1.0/,168,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,Googlemaps,1,Adult,R. Fox,Lindgren funnel sirex lure,Material is for loan to researchers throughout the US and for in-house use.,NA,"coords inaccurate, georef to address",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-104.8313,39.624,"osiic,ambinst",gbif,2432237001,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:05.677+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,2,2015-06-02,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:05.677+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20924524,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20924524,NA,NA,NA,CSUC,NA,2432237001,ef065b70-4f76-44a8-930f-943d90891813,26112,CSU_ENT0056868,Colorado Dept Ag,CSU,NA,NA,NA,78,NA,NA,NA,urn:uuid:ef065b70-4f76-44a8-930f-943d90891813,Arapahoe,"Cherry Creek State Park, 4201 S Parker St",http://creativecommons.org/publicdomain/zero/1.0/,153,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,Googlemaps,1,Adult,R. Fox,Lindgren funnel sirex lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-104.75258,39.39155,"osiic,ambinst",gbif,2432237013,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.578+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,29,2015-06-29,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.578+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20926031,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20926031,NA,NA,NA,CSUC,NA,2432237013,e1508d89-0997-46f3-ba12-479629504c36,26112,CSU_ENT0057015,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:e1508d89-0997-46f3-ba12-479629504c36,Douglas,"Franktown Firewood, Franktown, off Hwy 40",http://creativecommons.org/publicdomain/zero/1.0/,180,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel IPS lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.04554,39.56405,"osiic,ambinst",gbif,2432237049,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.111+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,25,2015-06-25,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.111+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20924629,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20924629,NA,NA,NA,CSUC,NA,2432237049,2accf029-368c-465a-a961-40f033e7fe36,26112,CSU_ENT0056966,Colorado Department of Ag,CSU,NA,NA,NA,100,NA,NA,NA,urn:uuid:2accf029-368c-465a-a961-40f033e7fe36,Jefferson,Chatfield State Park,http://creativecommons.org/publicdomain/zero/1.0/,176,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,GeoLocate,1,Adult,R. Fox,Lindgren funnel sirex lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.3974,39.87145,"osiic,ambinst",gbif,2432237098,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:06.539+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,25,2015-06-25,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:06.539+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20928347,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20928347,NA,NA,NA,CSUC,NA,2432237098,3ef0b149-5764-4268-b669-90b488bebdc0,26112,CSU_ENT0057050,Colorado Dept Ag,CSU,NA,NA,NA,10,NA,NA,NA,urn:uuid:3ef0b149-5764-4268-b669-90b488bebdc0,Gilpin,Golden Gate State Park,http://creativecommons.org/publicdomain/zero/1.0/,176,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel UHR EtOH pinene,Material is for loan to researchers throughout the US and for in-house use.,NA,actually in Jefferson county,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.04554,39.56405,"osiic,ambinst",gbif,2432237122,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:10.454+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,2,2015-06-02,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:10.454+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20924637,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20924637,NA,NA,NA,CSUC,NA,2432237122,4b710ec4-3fd8-4084-8f27-274506ac0dc8,26112,CSU_ENT0056972,Colorado Department of Ag,CSU,NA,NA,NA,100,NA,NA,NA,urn:uuid:4b710ec4-3fd8-4084-8f27-274506ac0dc8,Jefferson,Chatfield State Park,http://creativecommons.org/publicdomain/zero/1.0/,153,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,GeoLocate,1,Adult,R. Fox,Lindgren funnel sirex lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.34064,39.64539,"osiic,ambinst",gbif,2432237129,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:09.178+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,29,2015-06-29,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:09.178+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20928466,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20928466,NA,NA,NA,CSUC,NA,2432237129,766d3cf2-7ed4-422f-a2e4-a95b239f44c1,26112,CSU_ENT0057088,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:766d3cf2-7ed4-422f-a2e4-a95b239f44c1,Jefferson,Evergreen,http://creativecommons.org/publicdomain/zero/1.0/,180,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,Label,1,Adult,R. Fox,Lindgren funnel sirex lure,Material is for loan to researchers throughout the US and for in-house use.,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-104.75258,39.39155,"osiic,ambinst",gbif,2432237147,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:09.314+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,29,2015-06-29,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:09.314+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20926037,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20926037,NA,NA,NA,CSUC,NA,2432237147,a9815f7d-8106-47ff-a588-a0b8a3ce1056,26112,CSU_ENT0057019,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:a9815f7d-8106-47ff-a588-a0b8a3ce1056,Douglas,"Franktown Firewood, Franktown, off Hwy 40",http://creativecommons.org/publicdomain/zero/1.0/,180,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel IPS lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.06764,39.00846,"osiic,ambinst",gbif,2432237156,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:10.466+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,15,2015-06-15,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:10.466+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20930800,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20930800,NA,NA,NA,CSUC,NA,2432237156,65d4981f-c3e5-44dc-8ecc-68c355c1bac1,26112,CSU_ENT0057343,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:65d4981f-c3e5-44dc-8ecc-68c355c1bac1,Teller,Woodland Park,http://creativecommons.org/publicdomain/zero/1.0/,166,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel UHR EtOH pinene,Material is for loan to researchers throughout the US and for in-house use.,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-104.75258,39.39155,"osiic,ambinst",gbif,2432237159,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:10.548+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,16,2015-06-16,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:10.548+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20926023,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20926023,NA,NA,NA,CSUC,NA,2432237159,f7135bc8-d560-43ff-aa91-d0ac0f1ff489,26112,CSU_ENT0057009,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:f7135bc8-d560-43ff-aa91-d0ac0f1ff489,Douglas,"Franktown Firewood, Franktown",http://creativecommons.org/publicdomain/zero/1.0/,167,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel IPS lure,Material is for loan to researchers throughout the US and for in-house use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
"Dendroctonus valens LeConte, 1859",-105.06764,39.00846,"osiic,ambinst",gbif,2432237180,"Dendroctonus valens LeConte, 1859",323b0e80-5e4b-4cc4-936a-d93fc8cae9bc,0d923068-1cec-44de-8b78-33a51fb0cacd,2c733a9d-363d-4d66-9aef-3e0f7bc44bec,US,DWC_ARCHIVE,2021-11-22T06:05:44.100+00:00,2021-12-02T05:08:09.336+00:00,145,a86e9e36-12ec-49a4-a94c-c0c981fffb71,PRESERVED_SPECIMEN,PRESENT,1228028,1,54,216,1470,4239,1228020,1228028,1228028,"Dendroctonus valens LeConte, 1859",Animalia,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,Dendroctonus,valens,SPECIES,ACCEPTED,NA,Colorado,2015,6,29,2015-06-29,2017-04-02T21:59:20.000+00:00,2021-12-02T05:08:09.336+00:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=20930817,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Insecta,US,United States of America,Department of Bioagricultural Sciences and Pest Management,20930817,NA,NA,NA,CSUC,NA,2432237180,cbf6b663-eea7-45d0-b622-6c26a837a961,26112,CSU_ENT0057350,Colorado Dept Ag,CSU,NA,NA,NA,50,NA,NA,NA,urn:uuid:cbf6b663-eea7-45d0-b622-6c26a837a961,Teller,Woodland Park,http://creativecommons.org/publicdomain/zero/1.0/,180,refox,6ca25e61-71fe-4605-848f-86f9b72a87df,NA,label,1,Adult,R. Fox,Lindgren funnel UHR EtOH pinene,Material is for loan to researchers throughout the US and for in-house use.,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
